timestamp (seconds since 01/01/1970), system, entity , type (bitfield), reason (enumerated), value (m/s), timestep (s)
1756381947.477653, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929699, 0.149963
1756381947.604064, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929684, 0.100050
1756381947.735653, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929661, 0.149949
1756381947.861236, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929638, 0.100086
1756381947.985235, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929611, 0.149897
1756381948.114583, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929569, 0.100621
1756381948.240260, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929543, 0.149470
1756381948.368000, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929516, 0.149855
1756381948.493945, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929482, 0.100150
1756381948.621218, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929462, 0.149861
1756381948.747234, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929451, 0.100117
1756381948.875735, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929451, 0.149957
1756381949.000164, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929451, 0.100043
1756381949.127784, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.929462, 0.149882
1756381951.134022, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961323, 0.149882
1756381951.537961, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961300, 0.400013
1756381951.662466, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961292, 0.100062
1756381951.794157, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961285, 0.150012
1756381951.917114, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961273, 0.149871
1756381952.042669, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961266, 0.100041
1756381952.168679, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.535892, 0.149945
1756381952.170347, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961254, 0.150028
1756381967.505971, lauv-fridtjof, 49, WV, ABS_THRESHOLD_X, 32.768055, 0.000000
1756381967.632097, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961346, 0.149843
1756381967.763348, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961334, 0.100121
1756381967.890973, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961327, 0.149993
1756381968.017519, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961319, 0.149893
1756381968.143566, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961315, 0.100077
1756381968.273738, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961311, 0.149975
1756381968.393798, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961311, 0.100118
1756381968.527620, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961311, 0.149824
1756381968.652829, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961311, 0.100082
1756381968.775341, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961308, 0.150029
1756381968.906020, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961304, 0.100047
1756381969.032508, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961304, 0.149841
1756381969.155459, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961300, 0.100130
1756381969.287292, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961285, 0.150018
1756381969.416645, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.961262, 0.149872
1756381973.203180, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126823, 0.100997
1756381973.594779, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126842, 0.399094
1756381973.714172, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126858, 0.100966
1756381973.835739, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126877, 0.148959
1756381973.974893, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.644070, 0.149986
1756381973.976620, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126911, 0.150009
1756381974.101067, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126926, 0.100737
1756381974.225769, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126934, 0.149324
1756381974.358106, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126919, 0.099998
1756381974.480475, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126892, 0.149990
1756381974.612045, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126881, 0.100023
1756381974.739323, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126865, 0.149938
1756381974.862779, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126858, 0.100121
1756381974.990644, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126858, 0.150445
1756381975.118689, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126862, 0.149355
1756381975.239119, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126858, 0.100065
1756381975.370058, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126854, 0.150202
1756381975.492287, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.636303, 0.099825
1756381975.493935, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.126869, 0.099896
1756382016.821142, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.600876, 0.149771
1756382017.200059, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606800, 0.100093
1756382017.327830, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606808, 0.149817
1756382017.454062, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606819, 0.100535
1756382017.578661, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606819, 0.149518
1756382017.707443, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606815, 0.100211
1756382017.833407, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606808, 0.149812
1756382017.962556, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606800, 0.100269
1756382018.088531, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606796, 0.149778
1756382018.216349, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606792, 0.149659
1756382018.343927, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606789, 0.100330
1756382018.474483, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.606781, 0.149946
1756382025.931600, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.746437, 0.149789
1756382026.196795, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912609, 0.150071
1756382026.326428, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912598, 0.149796
1756382026.456432, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912586, 0.100151
1756382026.586046, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912579, 0.149979
1756382026.700354, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912571, 0.100103
1756382026.830354, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912567, 0.149757
1756382026.955910, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.912563, 0.100136
1756382028.480857, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.920380, 0.149785
1756382028.604952, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.920383, 0.100079
1756382028.730164, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.920387, 0.149847
1756382028.860006, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.920399, 0.100131
1756382034.452417, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021385, 0.149775
1756382034.578079, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021370, 0.150136
1756382034.701408, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021362, 0.100021
1756382034.823055, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021355, 0.149775
1756382034.957248, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021351, 0.100101
1756382035.084093, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021351, 0.150547
1756382035.215443, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021366, 0.101406
1756382035.334963, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021389, 0.148010
1756382035.463363, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021420, 0.100368
1756382035.586166, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021442, 0.149782
1756382035.720757, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.021461, 0.149789
1756382037.495061, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963699, 0.150142
1756382037.631082, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963680, 0.149767
1756382037.753595, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963661, 0.100202
1756382037.877070, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963657, 0.150110
1756382038.008801, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963650, 0.099859
1756382038.137716, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963642, 0.149888
1756382038.256999, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963638, 0.100089
1756382038.394778, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963650, 0.150006
1756382038.510104, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963657, 0.100381
1756382038.632148, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963692, 0.149490
1756382038.760242, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963722, 0.100169
1756382038.892085, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963745, 0.149909
1756382039.009410, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963757, 0.100199
1756382039.136901, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963772, 0.149770
1756382039.255279, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.963772, 0.100074
1756382040.144746, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210339, 0.100237
1756382040.277328, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210335, 0.150199
1756382040.400175, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210331, 0.099952
1756382040.528774, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210327, 0.149785
1756382040.659477, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210320, 0.100153
1756382040.785660, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210320, 0.150011
1756382040.913470, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210308, 0.100081
1756382041.040879, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210308, 0.151929
1756382041.167101, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210308, 0.148054
1756382041.293785, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210308, 0.100064
1756382041.422885, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210300, 0.149736
1756382041.548129, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210304, 0.100062
1756382041.673921, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210304, 0.150123
1756382041.800725, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210304, 0.100122
1756382041.930583, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210308, 0.149639
1756382042.058495, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210304, 0.100198
1756382042.183234, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210312, 0.150082
1756382042.310368, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210316, 0.100040
1756382042.437902, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210316, 0.149785
1756382042.562424, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210320, 0.100340
1756382042.692540, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210320, 0.149867
1756382042.820068, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210323, 0.149694
1756382042.947351, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210316, 0.100089
1756382043.074810, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210323, 0.150052
1756382043.200400, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.210316, 0.100098
1756382043.452526, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.100083
1756382043.577514, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.150022
1756382043.708416, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100140
1756382043.829653, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149762
1756382043.968060, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149813
1756382044.088868, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100287
1756382044.210574, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.100131
1756382044.335358, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.149836
1756382044.467987, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149790
1756382044.592078, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.100470
1756382044.722785, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149669
1756382044.849648, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.100063
1756382044.978902, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.150056
1756382045.099052, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.100045
1756382045.227486, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.149837
1756382045.352037, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.100185
1756382045.478646, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.149891
1756382045.608850, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.100155
1756382045.733951, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.149828
1756382045.864685, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100921
1756382045.988293, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.149065
1756382046.111790, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100601
1756382046.239650, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.149423
1756382046.369549, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.150096
1756382046.496447, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100023
1756382046.623179, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.149814
1756382046.750396, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.100075
1756382046.873893, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.150013
1756382047.002006, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.100142
1756382047.129529, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.149824
1756382047.259499, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947247, 0.100080
1756382047.379536, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.149957
1756382047.506645, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.100306
1756382047.635314, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947262, 0.149674
1756382047.757751, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947266, 0.100108
1756382047.891691, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149967
1756382048.019045, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947258, 0.149670
1756382048.145362, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947254, 0.100251
1756382048.271979, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947250, 0.150071
1756382048.398800, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947243, 0.100072
1756382048.524693, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.149821
1756382048.652081, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.100060
1756382048.779019, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.150103
1756382048.903804, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.100008
1756382049.023632, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.149792
1756382049.156590, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.100122
1756382049.280380, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.150085
1756382049.406089, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.100018
1756382049.536025, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.149872
1756382049.662136, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947227, 0.100129
1756382049.788694, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947231, 0.150033
1756382049.922734, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947231, 0.149742
1756382050.044352, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.100233
1756382050.171219, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.149765
1756382050.297323, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.100155
1756382050.423792, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.149867
1756382050.551280, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947231, 0.100075
1756382050.680855, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.149990
1756382050.804746, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947239, 0.100151
1756382050.929875, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947243, 0.149773
1756382051.059944, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.100184
1756382051.185598, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947227, 0.149882
1756382051.315373, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947224, 0.101758
1756382051.444485, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947220, 0.148271
1756382051.563861, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947227, 0.100047
1756382051.694704, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947227, 0.150033
1756382051.822423, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947231, 0.149817
1756382051.944901, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947227, 0.100076
1756382052.073253, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.947235, 0.150058
1756382128.764853, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.104176, 0.149647
1756382133.202513, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.076984, 0.100066
1756382138.776067, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.073891, 0.149853
1756382141.058756, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 34.034328, 0.100127
1756382160.062332, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.802555, 0.100062
1756382186.428957, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 34.062862, 0.149803
1756382301.283478, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 34.123932, 0.146294
1756382356.944888, lauv-fridtjof, 49, WV, INNOV_THRESHOLD_X, 33.545467, 0.100085
1756382359.598669, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.850796, 0.100056
1756382368.976985, lauv-fridtjof, 49, GV, INNOV_THRESHOLD_X, 33.871742, 0.148777
